anno,img,label
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/42-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/42-1.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/12-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/72-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/72-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/62-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/62-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/52-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/52-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/43-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/0-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/1-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/83-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/83-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/65-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/65-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/89-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/89-0.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/89-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/garudasana/89-1.png,garudasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/47-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/40-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/42-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/19-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/44-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/13-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/29-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/21-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/32-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/32-1.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/39-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/85-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/85-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/79-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/79-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/70-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/70-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/77-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/31-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/69-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/69-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/34-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/92-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/75-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/20-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/48-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/28-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/23-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/41-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/43-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/43-1.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/36-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/24-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/71-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/71-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/2-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/27-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/85-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/85-1.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/84-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/84-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/91-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/91-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/96-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/9-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/3-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/11-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/11-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/82-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/82-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/16-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/57-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/57-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/17-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/18-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/93-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/5-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/34-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/34-2.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/51-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/51-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/34-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/34-1.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/26-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/49-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/49-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/55-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/22-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/65-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/65-1.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/66-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/66-2.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/16-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/16-1.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/53-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/53-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/68-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/68-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/80-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/80-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/59-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/59-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/15-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/15-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/63-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/63-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/72-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/72-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/43-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/0-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/ardha uttanasana/1-0.png,ardha uttanasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/47-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/40-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/25-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/25-2.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/7-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/42-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/44-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/13-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/56-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/56-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/4-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/39-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/88-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/88-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/38-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/69-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/69-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/6-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/30-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/60-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/60-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/45-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/20-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/48-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/28-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/41-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/24-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/2-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/27-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/91-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/91-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/76-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/76-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/96-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/14-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/14-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/9-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/3-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/11-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/11-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/82-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/82-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/50-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/16-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/17-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/18-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/13-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/13-1.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/5-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/26-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/61-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/53-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/53-1.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/55-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/22-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/65-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/65-1.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/53-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/53-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/8-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/8-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/80-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/80-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/15-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/15-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/32-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/32-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/63-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/63-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/72-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/72-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/0-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/1-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/89-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/makarasana/89-0.png,makarasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/33-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/33-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/40-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/54-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/54-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/19-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/44-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/13-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/29-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/25-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/56-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/56-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/4-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/21-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/39-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/77-0.png,sukhasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/sukhasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/sukhasana/31-0.png,sukhasana
