,anno,img,label
1407,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vasisthasana/52-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vasisthasana/52-0.png,vasisthasana
1408,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vasisthasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vasisthasana/1-0.png,vasisthasana
1409,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vasisthasana/83-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vasisthasana/83-0.png,vasisthasana
1410,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vasisthasana/89-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vasisthasana/89-0.png,vasisthasana
1411,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/22. lotus-pose-breakdown-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/22. lotus-pose-breakdown-1.png,padmasana
1412,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/50. padmasana-pose-yoga_39.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/50. padmasana-pose-yoga_39.png,padmasana
1413,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/37. figure-06.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/37. figure-06.png,padmasana
1414,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/11. padma2basana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/11. padma2basana.png,padmasana
1415,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/53. bd29fbf9d4bc029fbd1bbd9d0b0c4b8a.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/53. bd29fbf9d4bc029fbd1bbd9d0b0c4b8a.png,padmasana
1416,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/2. ee027-12-lotuspose_shutterstock_ss.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/2. ee027-12-lotuspose_shutterstock_ss.png,padmasana
1417,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/42. lotus-pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/42. lotus-pose.png,padmasana
1418,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/56. screenshot_2018-05-26-12-02-40-79-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/56. screenshot_2018-05-26-12-02-40-79-1.png,padmasana
1419,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/42. goraksha_samhita27s_two_asanas_-_siddhasana_and_padmasana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/42. goraksha_samhita27s_two_asanas_-_siddhasana_and_padmasana.png,padmasana
1420,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/28. b9cf37d65b32c9a7a3ec82e5a09356d5.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/28. b9cf37d65b32c9a7a3ec82e5a09356d5.png,padmasana
1421,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/29. 6203762f964feb46db2b0fe29de65081.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/29. 6203762f964feb46db2b0fe29de65081.png,padmasana
1422,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/57. 783d06b860459b15870c3974e686511c.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/57. 783d06b860459b15870c3974e686511c.png,padmasana
1423,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/20. australia-yoga-life.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/20. australia-yoga-life.png,padmasana
1424,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/51. padmasana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/51. padmasana.png,padmasana
1425,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/28. untitled-04.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/28. untitled-04.png,padmasana
1426,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/13. padmasanam.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/13. padmasanam.png,padmasana
1427,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/44. aom.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/44. aom.png,padmasana
1428,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/44. ashtanga-yoga-dubai-robin-padmasana.1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/44. ashtanga-yoga-dubai-robin-padmasana.1.png,padmasana
1429,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/9. padmasanam.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/9. padmasanam.png,padmasana
1430,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/21. padmasana-pose-yoga_39.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/21. padmasana-pose-yoga_39.png,padmasana
1431,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/33. lotus-1024x611.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/33. lotus-1024x611.png,padmasana
1432,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/24. padmasana-side-664x700.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/24. padmasana-side-664x700.png,padmasana
1433,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/39. yoga-lotus-pose-800x480.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/39. yoga-lotus-pose-800x480.png,padmasana
1434,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/20. lotus-pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/20. lotus-pose.png,padmasana
1435,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/37. padmasana-lotus.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/37. padmasana-lotus.png,padmasana
1436,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/29. 20181110_151130_0001467807570.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/29. 20181110_151130_0001467807570.png,padmasana
1437,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/21. photo-1024x576.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/21. photo-1024x576.png,padmasana
1438,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/40. 26.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/40. 26.png,padmasana
1439,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/16. yoga-lotus-pose-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/16. yoga-lotus-pose-2.png,padmasana
1440,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/83. bu_scvmcmaan-np.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/83. bu_scvmcmaan-np.png,padmasana
1441,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/7. figure-padmasana-the-lotus-pose-sequence-sit-erect-stretch-out-your-legs-in-front.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/7. figure-padmasana-the-lotus-pose-sequence-sit-erect-stretch-out-your-legs-in-front.png,padmasana
1442,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/6. b28625cc43c0a3d32ead44cb0e012e9b.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/6. b28625cc43c0a3d32ead44cb0e012e9b.png,padmasana
1443,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/20. padmasana-the-lotus-pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/20. padmasana-the-lotus-pose.png,padmasana
1444,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/22. padmasana_20.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/22. padmasana_20.png,padmasana
1445,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/10. 13-lotus-pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/10. 13-lotus-pose.png,padmasana
1446,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/3. 431272460d7bd93e63a1125dfa460873.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/3. 431272460d7bd93e63a1125dfa460873.png,padmasana
1447,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/45. benefits-of-padmasana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/45. benefits-of-padmasana.png,padmasana
1448,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/52. 29.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/52. 29.png,padmasana
1449,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/43. screenshot_2018-05-26-12-02-40-79-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/43. screenshot_2018-05-26-12-02-40-79-1.png,padmasana
1450,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/16. australia-yoga-life.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/16. australia-yoga-life.png,padmasana
1451,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/figure-padmasana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/figure-padmasana.png,padmasana
1452,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/66. ltv0wqa.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/66. ltv0wqa.png,padmasana
1453,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/11. padmasanam.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/11. padmasanam.png,padmasana
1454,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/211.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/211.png,padmasana
1455,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/25. yoga-lotus-pose-800x480.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/25. yoga-lotus-pose-800x480.png,padmasana
1456,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/1. half-lotus-yoga-pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/1. half-lotus-yoga-pose.png,padmasana
1457,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/76. padma2basana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/76. padma2basana.png,padmasana
1458,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/5. padamasana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/5. padamasana.png,padmasana
1459,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/35. yoga-lotus-pose-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/35. yoga-lotus-pose-2.png,padmasana
1460,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/padmasana/711.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/padmasana/711.png,padmasana
1509,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/47-0.png,supta matsyendrasana
1510,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/40-0.png,supta matsyendrasana
1511,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/37-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/37-1.png,supta matsyendrasana
1512,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/7-0.png,supta matsyendrasana
1513,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/42-0.png,supta matsyendrasana
1514,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/19-0.png,supta matsyendrasana
1515,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/44-0.png,supta matsyendrasana
1516,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/13-0.png,supta matsyendrasana
1517,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/29-0.png,supta matsyendrasana
1518,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/25-0.png,supta matsyendrasana
1519,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/56-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/56-0.png,supta matsyendrasana
1520,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/39-0.png,supta matsyendrasana
1521,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/35-0.png,supta matsyendrasana
1522,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/31-0.png,supta matsyendrasana
1523,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/38-0.png,supta matsyendrasana
1524,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/34-0.png,supta matsyendrasana
1525,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/6-0.png,supta matsyendrasana
1526,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/30-0.png,supta matsyendrasana
1527,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/45-0.png,supta matsyendrasana
1528,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/20-0.png,supta matsyendrasana
1529,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/48-0.png,supta matsyendrasana
1530,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/23-0.png,supta matsyendrasana
1531,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/41-0.png,supta matsyendrasana
1532,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/24-0.png,supta matsyendrasana
1533,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/71-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/71-0.png,supta matsyendrasana
1534,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/18-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/18-1.png,supta matsyendrasana
1535,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/2-0.png,supta matsyendrasana
1536,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/84-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/84-0.png,supta matsyendrasana
1537,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/37-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/37-0.png,supta matsyendrasana
1538,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/96-0.png,supta matsyendrasana
1539,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/14-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/14-0.png,supta matsyendrasana
1540,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/9-0.png,supta matsyendrasana
1541,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/3-0.png,supta matsyendrasana
1542,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/66-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/66-0.png,supta matsyendrasana
1543,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/11-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/11-0.png,supta matsyendrasana
1544,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/23-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/23-1.png,supta matsyendrasana
1545,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/50-0.png,supta matsyendrasana
1546,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/16-0.png,supta matsyendrasana
1547,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/17-0.png,supta matsyendrasana
1548,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/93-0.png,supta matsyendrasana
1549,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/5-0.png,supta matsyendrasana
1550,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/51-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/51-0.png,supta matsyendrasana
1551,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/26-0.png,supta matsyendrasana
1552,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/49-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/49-0.png,supta matsyendrasana
1553,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/22-0.png,supta matsyendrasana
1554,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/80-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/80-0.png,supta matsyendrasana
1555,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/10-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/10-0.png,supta matsyendrasana
1556,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/15-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/15-0.png,supta matsyendrasana
1557,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/32-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/32-0.png,supta matsyendrasana
1558,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/12-0.png,supta matsyendrasana
1559,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/0-0.png,supta matsyendrasana
1560,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/1-0.png,supta matsyendrasana
1561,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/89-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/supta matsyendrasana/89-0.png,supta matsyendrasana
1641,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/33-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/33-0.png,prasarita padottanasana
1642,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/47-0.png,prasarita padottanasana
1643,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/7-0.png,prasarita padottanasana
1644,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/54-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/54-0.png,prasarita padottanasana
1645,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/42-0.png,prasarita padottanasana
1646,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/13-0.png,prasarita padottanasana
1647,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/25-0.png,prasarita padottanasana
1648,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/21-0.png,prasarita padottanasana
1649,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/39-0.png,prasarita padottanasana
1650,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/35-0.png,prasarita padottanasana
1651,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/79-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/79-0.png,prasarita padottanasana
1652,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/81-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/81-0.png,prasarita padottanasana
1653,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/31-0.png,prasarita padottanasana
1654,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/97-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/97-0.png,prasarita padottanasana
1655,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/34-0.png,prasarita padottanasana
1656,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/92-0.png,prasarita padottanasana
1657,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/6-0.png,prasarita padottanasana
1658,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/87-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/prasarita padottanasana/87-0.png,prasarita padottanasana
