keys_0_anno,keys_1_anno,keys_2_anno,score_0,score_1,score_2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/14-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/96-1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/30-2.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/78-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/10-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/49-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/96-1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/78-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/47-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/47-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/82-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/85-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/65-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/88-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/60-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/47-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/12-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/96-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/42-1.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/70-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/83-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/51-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/13-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/34-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/29-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/16-1.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/53-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/0-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/80-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/3-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/66-2.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/85-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/43-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/5-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/65-1.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/34-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/48-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/17-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/34-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/72-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/85-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/11-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/69-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/49-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/57-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/71-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/84-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/32-1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/63-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/91-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/82-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/59-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/39-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/68-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/85-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/71-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/31-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/72-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/27-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/43-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/65-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/39-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/70-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/39-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/57-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/68-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/66-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/11-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/39-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/65-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/82-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/80-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/43-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/63-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/24-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/34-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/27-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/51-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/24-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/84-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/39-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/23-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/57-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/51-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/93-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/70-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/59-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/51-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/27-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/84-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/68-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/49-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/71-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/1-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/22-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/79-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/49-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/57-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/70-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/16-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/39-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/43-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/18-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/85-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/1-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/84-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/39-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/16-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/57-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/82-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/85-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/31-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/34-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/15-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/57-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/16-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/11-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/65-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/17-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/71-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/63-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/69-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/91-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/16-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/15-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/24-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/85-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/24-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/57-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/82-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/16-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/11-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/24-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/34-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/75-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/57-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/17-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/11-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/69-0.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/69-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/70-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/68-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/59-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/27-0.txt,1,2,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/34-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/16-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/51-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/34-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/16-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/85-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/31-0.txt,2,1,0
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/51-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/96-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/85-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/63-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/59-0.txt,0,2,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/11-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/57-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/39-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/16-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/32-1.txt,2,0,1
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/59-0.txt,1,0,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/85-1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/63-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/59-0.txt,0,2,1
